timestamp,symbol,spot,gflip,strike,oi_call,oi_put,iv,T
2026-09-09 09:28:41,SPX,7673.52,7696.74,7590.0,58,2144,0.2,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7760.0,2676,104,0.2149,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7585.0,12,1523,0.2022,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7765.0,4237,135,0.2212,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7580.0,21,2646,0.2067,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7770.0,2564,111,0.2274,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7575.0,200,4115,0.2119,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7775.0,3298,128,0.2334,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7570.0,16,1917,0.218,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7780.0,3895,157,0.2392,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7565.0,13,1446,0.2246,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7785.0,1103,159,0.2446,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7560.0,13,1316,0.2309,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7790.0,808,48,0.2497,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7555.0,2,1616,0.237,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7795.0,2828,27,0.2543,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7550.0,34,4749,0.2427,0.000744
2026-09-09 09:28:41,SPX,7673.52,7696.74,7675.0,561,1528,0.1264,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7670.0,177,440,0.1276,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7680.0,326,1042,0.1252,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7665.0,83,551,0.129,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7685.0,400,888,0.1241,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7660.0,139,652,0.1305,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7690.0,287,462,0.1227,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7655.0,93,244,0.1318,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7695.0,201,331,0.1214,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7650.0,189,941,0.1333,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7700.0,1900,2224,0.1206,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7645.0,62,221,0.1348,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7705.0,345,568,0.1202,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7640.0,69,314,0.1359,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7710.0,414,905,0.1201,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7635.0,137,297,0.1375,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7715.0,404,703,0.1203,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7630.0,77,553,0.1395,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7720.0,461,395,0.1205,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7625.0,147,475,0.1406,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7725.0,2314,748,0.1207,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7620.0,36,715,0.142,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7730.0,1357,157,0.121,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7615.0,17,385,0.1446,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7735.0,424,163,0.1214,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7610.0,104,997,0.1468,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7740.0,1160,680,0.1218,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7605.0,62,243,0.1483,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7745.0,335,121,0.1225,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7600.0,315,3846,0.1491,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7750.0,3101,698,0.1233,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7595.0,34,1432,0.1503,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7755.0,1586,62,0.1243,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7590.0,81,1145,0.1531,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7760.0,830,120,0.1256,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7585.0,93,261,0.1551,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7765.0,1444,91,0.127,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7580.0,5,369,0.1554,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7770.0,737,69,0.1287,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7575.0,46,869,0.1577,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7775.0,1870,102,0.1306,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7570.0,2,484,0.16,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7780.0,1008,34,0.1326,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7565.0,31,272,0.1618,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7785.0,723,167,0.1348,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7560.0,37,494,0.1641,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7790.0,612,19,0.1372,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7555.0,22,206,0.1663,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7795.0,440,6,0.1397,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7550.0,18,833,0.1687,0.003482
2026-09-09 09:28:41,SPX,7673.52,7696.74,7675.0,933,1318,0.145,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7670.0,218,645,0.1461,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7680.0,820,1195,0.1437,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7665.0,186,1007,0.147,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7685.0,629,751,0.1424,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7660.0,375,1277,0.1479,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7690.0,568,1131,0.1411,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7655.0,88,1009,0.1488,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7695.0,377,591,0.14,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7650.0,650,4938,0.1498,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7700.0,2737,4425,0.139,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7645.0,122,2322,0.151,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7705.0,488,1084,0.1383,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7640.0,208,1008,0.1522,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7710.0,691,1323,0.1376,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7635.0,139,1109,0.1534,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7715.0,725,1874,0.1371,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7630.0,162,1133,0.1549,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7720.0,2139,699,0.1365,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7625.0,224,1989,0.1558,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7725.0,1983,2182,0.136,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7620.0,222,809,0.1571,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7730.0,1167,958,0.1354,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7615.0,68,508,0.1587,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7735.0,753,431,0.1348,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7610.0,111,1232,0.1605,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7740.0,2203,1506,0.1342,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7605.0,60,655,0.1622,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7745.0,567,232,0.1336,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7600.0,455,3191,0.1636,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7750.0,4523,2389,0.1331,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7595.0,60,588,0.1646,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7755.0,1268,600,0.1327,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7590.0,68,1332,0.1656,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7760.0,812,216,0.1324,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7585.0,59,485,0.167,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7765.0,1872,107,0.1322,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7580.0,57,2400,0.1687,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7770.0,815,240,0.132,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7575.0,333,1914,0.1705,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7775.0,2012,925,0.132,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7570.0,73,1481,0.1722,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7780.0,1038,521,0.1321,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7565.0,23,1033,0.1734,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7785.0,2088,79,0.1324,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7560.0,169,1528,0.1745,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7790.0,972,394,0.1329,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7555.0,27,986,0.1757,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7795.0,736,26,0.1335,0.00622
2026-09-09 09:28:41,SPX,7673.52,7696.74,7550.0,139,4605,0.1772,0.00622
2026-09-09 09:32:02,SPX,7651.98,7700.78,7650.0,1323,3219,0.1612,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7655.0,188,1969,0.1586,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7645.0,222,1156,0.1643,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7660.0,207,1866,0.1568,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7640.0,1324,1688,0.1665,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7665.0,276,1645,0.1549,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7635.0,1364,2167,0.1693,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7670.0,891,1415,0.1542,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7630.0,237,5142,0.1724,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7675.0,1180,4660,0.1529,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7625.0,1563,4124,0.1737,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7680.0,1105,2012,0.1526,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7620.0,267,3866,0.1769,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7685.0,1147,1553,0.1532,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7615.0,32,1310,0.1813,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7690.0,1384,1025,0.1541,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7610.0,56,1508,0.1847,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7695.0,2247,4114,0.1565,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7605.0,91,1074,0.189,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7700.0,3035,2998,0.1594,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7600.0,1072,5151,0.1946,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7705.0,1268,645,0.163,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7595.0,32,2707,0.1988,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7710.0,1937,500,0.1669,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7590.0,58,2144,0.2016,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7715.0,1610,320,0.1704,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7585.0,12,1523,0.2049,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7720.0,2750,641,0.1736,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7580.0,21,2646,0.2093,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7725.0,2492,757,0.1767,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7575.0,200,4115,0.2151,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7730.0,5603,426,0.1801,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7570.0,16,1917,0.2213,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7735.0,3224,160,0.1841,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7565.0,13,1446,0.2277,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7740.0,2657,202,0.1886,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7560.0,13,1316,0.234,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7745.0,1890,211,0.1937,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7555.0,2,1616,0.2403,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7750.0,4359,1088,0.1992,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7550.0,34,4749,0.2465,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7755.0,2061,260,0.2048,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7545.0,0,1267,0.2527,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7760.0,2676,104,0.2106,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7540.0,4,1737,0.2588,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7765.0,4237,135,0.2168,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7535.0,2,3608,0.265,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7770.0,2564,111,0.2235,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7530.0,7,1777,0.2713,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7775.0,3298,128,0.2305,0.000738
2026-09-09 09:32:02,SPX,7651.98,7700.78,7650.0,189,941,0.1336,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7655.0,93,244,0.1323,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7645.0,62,221,0.1351,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7660.0,139,652,0.1311,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7640.0,69,314,0.1364,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7665.0,83,551,0.1297,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7635.0,137,297,0.1378,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7670.0,177,440,0.1278,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7630.0,77,553,0.1392,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7675.0,561,1528,0.1258,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7625.0,147,475,0.1421,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7680.0,326,1042,0.1241,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7620.0,36,715,0.1432,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7685.0,400,888,0.1228,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7615.0,17,385,0.1438,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7690.0,287,462,0.1219,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7610.0,104,997,0.1453,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7695.0,201,331,0.1213,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7605.0,62,243,0.1476,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7700.0,1900,2224,0.1209,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7600.0,315,3846,0.1501,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7705.0,345,568,0.1205,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7595.0,34,1432,0.152,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7710.0,414,905,0.1202,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7590.0,81,1145,0.1533,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7715.0,404,703,0.1199,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7585.0,93,261,0.1543,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7720.0,461,395,0.1197,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7580.0,5,369,0.1559,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7725.0,2314,748,0.1196,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7575.0,46,869,0.1583,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7730.0,1357,157,0.1195,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7570.0,2,484,0.1611,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7735.0,424,163,0.1197,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7565.0,31,272,0.1627,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7740.0,1160,680,0.12,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7560.0,37,494,0.164,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7745.0,335,121,0.1205,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7555.0,22,206,0.1662,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7750.0,3101,698,0.1213,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7550.0,18,833,0.1674,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7755.0,1586,62,0.1223,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7545.0,0,251,0.1681,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7760.0,830,120,0.1235,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7540.0,40,498,0.1696,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7765.0,1444,91,0.125,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7535.0,3,431,0.172,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7770.0,737,69,0.1267,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7530.0,5,3174,0.1747,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7775.0,1870,102,0.1286,0.003475
2026-09-09 09:32:02,SPX,7651.98,7700.78,7650.0,650,4938,0.1485,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7655.0,88,1009,0.1473,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7645.0,122,2322,0.1497,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7660.0,375,1277,0.1462,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7640.0,208,1008,0.151,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7665.0,186,1007,0.1452,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7635.0,139,1109,0.1522,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7670.0,218,645,0.1443,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7630.0,162,1133,0.1537,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7675.0,933,1318,0.1434,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7625.0,224,1989,0.1555,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7680.0,820,1195,0.1425,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7620.0,222,809,0.1561,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7685.0,629,751,0.1414,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7615.0,68,508,0.1573,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7690.0,568,1131,0.1401,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7610.0,111,1232,0.1587,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7695.0,377,591,0.1388,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7605.0,60,655,0.1597,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7700.0,2737,4425,0.1377,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7600.0,455,3191,0.1614,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7705.0,488,1084,0.1368,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7595.0,60,588,0.1633,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7710.0,691,1323,0.136,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7590.0,68,1332,0.165,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7715.0,725,1874,0.1353,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7585.0,59,485,0.1662,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7720.0,2139,699,0.1348,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7580.0,57,2400,0.1672,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7725.0,1983,2182,0.1343,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7575.0,333,1914,0.1684,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7730.0,1167,958,0.1338,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7570.0,73,1481,0.1699,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7735.0,753,431,0.1332,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7565.0,23,1033,0.1716,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7740.0,2203,1506,0.1326,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7560.0,169,1528,0.1734,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7745.0,567,232,0.132,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7555.0,27,986,0.1747,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7750.0,4523,2389,0.1314,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7550.0,139,4605,0.1758,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7755.0,1268,600,0.1308,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7545.0,32,2575,0.1771,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7760.0,812,216,0.1302,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7540.0,249,1533,0.1784,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7765.0,1872,107,0.1298,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7535.0,36,879,0.1804,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7770.0,815,240,0.1295,0.006213
2026-09-09 09:32:02,SPX,7651.98,7700.78,7530.0,28,857,0.1819,0.006213
