timestamp,symbol,spot,gflip,strike,oi_call,oi_put,iv,T
2026-09-14 08:52:38,SPX,7656.98,7654.45,7700.0,2732,729,0.1303,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7610.0,68,764,0.1449,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7705.0,374,438,0.1307,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7605.0,115,216,0.1462,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7710.0,1141,759,0.1312,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7600.0,181,1536,0.1477,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7715.0,505,159,0.132,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7595.0,102,3426,0.1504,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7720.0,790,206,0.1331,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7590.0,41,432,0.1527,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7725.0,1258,289,0.1344,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7585.0,34,188,0.1545,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7730.0,552,205,0.136,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7580.0,88,696,0.1561,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7735.0,1185,48,0.1378,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7575.0,53,902,0.1577,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7740.0,577,90,0.1398,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7570.0,50,531,0.16,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7745.0,773,75,0.142,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7565.0,31,346,0.1629,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7750.0,1883,803,0.1444,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7560.0,38,506,0.1658,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7755.0,322,37,0.1469,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7555.0,25,342,0.1682,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7760.0,630,60,0.1494,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7550.0,47,2766,0.1702,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7765.0,566,22,0.152,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7545.0,17,380,0.1721,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7770.0,591,33,0.1547,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7540.0,28,437,0.1742,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7775.0,1185,26,0.1573,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7535.0,22,561,0.1761,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7780.0,898,122,0.1599,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7530.0,30,319,0.1785,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7785.0,427,24,0.163,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7525.0,87,1191,0.1804,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7790.0,422,69,0.1658,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7520.0,99,292,0.1835,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7795.0,336,0,0.1686,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7515.0,24,229,0.1868,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7800.0,3029,51,0.1715,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7510.0,7,407,0.1896,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7805.0,420,6,0.1745,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7505.0,7,253,0.1919,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7810.0,711,7,0.1776,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7500.0,50,3136,0.194,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7815.0,478,1,0.1806,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7495.0,0,1326,0.1963,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7820.0,719,19,0.1836,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7490.0,7,439,0.1987,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7825.0,2219,41,0.1865,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7485.0,1,211,0.2013,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7830.0,1772,3,0.1892,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7480.0,4,257,0.204,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7835.0,638,0,0.1917,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7475.0,8,396,0.207,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7840.0,486,4,0.1942,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7470.0,0,229,0.21,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7845.0,439,1,0.1965,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7465.0,0,172,0.2131,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7850.0,758,32,0.1989,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7460.0,5,563,0.2162,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7855.0,257,0,0.2011,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7455.0,14,91,0.2192,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7860.0,321,0,0.2032,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7450.0,11,1696,0.222,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7865.0,337,0,0.2049,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7445.0,1,343,0.2248,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7870.0,382,0,0.2062,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7440.0,81,473,0.2276,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7875.0,1031,1,0.2069,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7435.0,0,209,0.2302,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7880.0,333,0,0.2071,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7430.0,0,335,0.2329,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7425.0,10,1228,0.2356,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7410.0,0,301,0.2438,0.00355
2026-09-14 08:52:38,SPX,7656.98,7654.45,7655.0,88,769,0.153,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7660.0,149,214,0.1521,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7650.0,3942,0,0.154,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7665.0,153,0,0.1513,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7670.0,252,0,0.1504,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7640.0,173,260,0.1561,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7675.0,3101,555,0.1495,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7680.0,431,0,0.1486,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7630.0,0,311,0.1586,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7685.0,799,212,0.1478,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7625.0,76,3525,0.16,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7690.0,254,121,0.1469,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7620.0,92,165,0.1616,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7695.0,197,111,0.1461,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7615.0,30,136,0.1633,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7700.0,1164,639,0.1454,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7610.0,86,444,0.1651,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7705.0,125,2044,0.1447,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7605.0,46,171,0.1669,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7710.0,827,106,0.1441,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7600.0,299,2447,0.1686,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7715.0,226,1313,0.1436,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7595.0,81,353,0.1702,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7720.0,333,74,0.1432,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7590.0,83,381,0.1717,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7725.0,894,102,0.1429,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7585.0,83,325,0.173,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7730.0,2632,2029,0.1427,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7580.0,31,654,0.1741,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7735.0,623,10,0.1426,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7575.0,46,586,0.1756,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7740.0,1778,1337,0.1426,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7570.0,20,769,0.1774,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7745.0,497,122,0.1428,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7565.0,10,210,0.1797,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7750.0,1137,298,0.1431,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7560.0,37,297,0.1819,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7755.0,2504,30,0.1434,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7555.0,30,245,0.1837,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7760.0,444,61,0.1439,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7550.0,66,971,0.1852,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7765.0,1907,14,0.1445,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7545.0,4,234,0.1867,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7770.0,966,30,0.1452,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7540.0,26,558,0.1881,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7775.0,1163,62,0.1459,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7535.0,5,247,0.1895,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7780.0,887,32,0.1468,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7530.0,36,367,0.191,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7785.0,339,279,0.1477,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7525.0,35,2414,0.1927,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7790.0,595,24,0.1487,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7520.0,26,946,0.1944,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7795.0,356,13,0.1497,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7515.0,43,171,0.1962,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7800.0,3052,36,0.1508,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7510.0,40,185,0.1981,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7805.0,1690,1,0.1519,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7505.0,26,246,0.2001,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7810.0,538,32,0.1531,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7500.0,43,2563,0.2021,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7815.0,433,4,0.1544,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7495.0,0,148,0.204,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7820.0,1311,62,0.1557,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7490.0,0,302,0.206,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7825.0,1157,42,0.157,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7485.0,3,172,0.208,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7830.0,439,126,0.1584,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7480.0,7,320,0.21,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7835.0,380,30,0.1598,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7475.0,24,984,0.2119,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7840.0,487,1,0.1613,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7470.0,25,842,0.2139,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7845.0,248,1,0.1628,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7465.0,0,409,0.2158,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7850.0,1424,123,0.1644,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7460.0,25,380,0.2178,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7855.0,210,0,0.166,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7455.0,0,208,0.2197,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7860.0,585,3,0.1677,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7450.0,3,873,0.2216,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7865.0,389,6,0.1694,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7445.0,0,160,0.2235,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7870.0,377,0,0.1712,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7440.0,0,250,0.2255,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7875.0,1075,19,0.1731,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7435.0,0,111,0.2274,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7880.0,313,0,0.175,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7430.0,0,160,0.2294,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7885.0,282,0,0.177,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7425.0,6,354,0.2313,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7890.0,469,2,0.1791,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7420.0,1,667,0.2334,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7895.0,189,0,0.1812,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7415.0,0,236,0.2354,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7900.0,620,5,0.1834,0.006288
2026-09-14 08:52:38,SPX,7656.98,7654.45,7410.0,0,210,0.2375,0.006288
2026-09-14 09:33:01,SPX,7599.11,7654.66,7600.0,1069,4496,0.1805,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7595.0,255,978,0.1836,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7605.0,582,3198,0.1779,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7590.0,97,1818,0.1865,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7610.0,276,1598,0.1732,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7585.0,189,0,0.1903,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7615.0,205,2588,0.1702,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7580.0,0,2170,0.1964,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7620.0,146,1404,0.1689,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7570.0,61,1484,0.2048,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7565.0,0,1290,0.2092,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7635.0,261,755,0.1611,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7560.0,66,2432,0.2123,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7640.0,407,890,0.1615,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7555.0,41,2475,0.2146,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7645.0,338,1275,0.1612,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7550.0,61,5411,0.2223,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7650.0,2328,2140,0.1618,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7545.0,27,4407,0.2272,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7655.0,1374,904,0.1637,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7540.0,25,1517,0.2298,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7660.0,1081,1336,0.1661,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7535.0,13,2818,0.2324,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7665.0,1125,984,0.169,0.000736
2026-09-14 09:33:01,SPX,7599.11,7654.66,7530.0,51,3495,0.2413,0.000736
